Date,Country,Region,City,New Cases,Total Cases,New Deaths,Total Deaths,New Recoveries,Total Recoveries,Active Cases,New Tests,Total Tests,New Vaccinations,Total Vaccinations,Age Group,Gender,Hospitalizations,ICU Admissions,Case Fatality Rate (%),Test Positivity Rate (%),Vaccination Rate (%),Latitude,Longitude,Variant Prevalence,Population
2025-07-01,USA,California,Los Angeles,1061,492334,7,19997,1090,105682,366655,5780,9014013,289,24523877,10–19,Other,629,57,4.06,18.36,2452.39,34.05,-118.25,Delta,91541931
2025-07-01,USA,California,Los Angeles,1793,461927,10,31704,681,148188,282035,543,2033761,35,16143523,20–29,Male,123,119,6.86,330.2,1614.35,34.05,-118.25,Omicron,72880080
2025-07-01,USA,California,Los Angeles,1254,257204,10,35359,1171,145059,76786,10088,9099909,3528,23933065,20–29,Female,315,170,13.75,12.43,2393.31,34.05,-118.25,Omicron,59484839
2025-07-01,USA,California,Los Angeles,828,264369,3,27399,754,322901,-85931,8976,2160373,3858,48724086,20–29,Other,987,58,10.36,9.22,4872.41,34.05,-118.25,EG.5,23564095
2025-07-01,USA,California,Los Angeles,522,25153,19,49394,1610,113745,-137986,16175,8355788,1526,45740485,30–39,Male,837,137,196.37,3.23,4574.05,34.05,-118.25,BA.2.86,92699164
2025-07-01,USA,California,Los Angeles,1588,285626,7,18919,220,232846,33861,14360,3222294,4226,12385142,30–39,Female,63,53,6.62,11.06,1238.51,34.05,-118.25,Omicron,24082886
2025-07-01,USA,California,Los Angeles,1416,439294,34,46955,718,207602,184737,5911,301136,3229,40072290,30–39,Other,412,107,10.69,23.96,4007.23,34.05,-118.25,XBB.1.5,95552767
2025-07-01,USA,California,Los Angeles,1811,352175,16,863,183,41142,310170,6749,3244679,3687,22844232,40–49,Male,685,39,0.25,26.83,2284.42,34.05,-118.25,Omicron,24216369
2025-07-01,USA,California,Los Angeles,725,397731,50,23354,456,224086,150291,12662,1590977,2344,21881138,40–49,Female,659,13,5.87,5.73,2188.11,34.05,-118.25,XBB.1.5,29788200
2025-07-01,USA,California,Los Angeles,694,84572,42,15605,1001,351265,-282298,18234,4251722,3087,41061184,40–49,Other,751,7,18.45,3.81,4106.12,34.05,-118.25,EG.5,54354914
2025-07-01,USA,California,Los Angeles,1078,428605,20,35938,606,354146,38521,5121,4738355,4249,40578484,50–59,Male,317,96,8.38,21.05,4057.85,34.05,-118.25,Delta,59048258
2025-07-01,USA,California,Los Angeles,1665,287783,42,25424,1236,101654,160705,4987,998425,3895,47778696,50–59,Female,650,49,8.83,33.39,4777.87,34.05,-118.25,XBB.1.5,5483762
2025-07-01,USA,California,Los Angeles,116,482835,13,32241,413,278038,172556,12196,5318544,659,13020520,50–59,Other,307,68,6.68,0.95,1302.05,34.05,-118.25,EG.5,1907674
2025-07-01,USA,California,Los Angeles,1304,156130,39,16718,130,146961,-7549,12212,8218348,4982,6465483,60–69,Male,424,172,10.71,10.68,646.55,34.05,-118.25,Delta,31336380
2025-07-01,USA,California,Los Angeles,376,212515,50,7988,152,249702,-45175,19308,7372269,896,44362732,60–69,Female,547,194,3.76,1.95,4436.27,34.05,-118.25,Delta,12918218
2025-07-01,USA,California,Los Angeles,99,453854,39,10717,559,292441,150696,19715,9381848,4428,42609680,60–69,Other,192,184,2.36,0.5,4260.97,34.05,-118.25,Delta,74663893
2025-07-01,USA,California,Los Angeles,1254,430540,2,45918,1290,278611,106011,15537,7322463,3227,39508196,70+,Male,37,15,10.67,8.07,3950.82,34.05,-118.25,BA.2.86,80454226
2025-07-01,USA,California,Los Angeles,1026,168381,36,23345,574,307079,-162043,17260,1249505,3555,43644386,70+,Female,197,190,13.86,5.94,4364.44,34.05,-118.25,XBB.1.5,19920507
2025-07-01,USA,California,Los Angeles,1995,374788,28,15589,1525,84243,274956,5903,2188304,4498,28332653,70+,Other,175,184,4.16,33.8,2833.27,34.05,-118.25,BA.2.86,72481498
2025-07-01,Brazil,Sao Paulo,Sao Paulo,1522,21411,2,26706,1244,344925,-350220,7074,8767174,257,11343250,0–9,Male,567,178,124.73,21.52,1134.33,-23.55,-46.63,Delta,74478782
2025-07-01,Brazil,Sao Paulo,Sao Paulo,1486,282575,20,27684,1609,148093,106798,994,593988,1354,25303537,0–9,Female,225,194,9.8,149.5,2530.35,-23.55,-46.63,EG.5,3562656
2025-07-01,Brazil,Sao Paulo,Sao Paulo,1816,464264,27,44333,318,302407,117524,893,5683207,1347,40582777,0–9,Other,144,102,9.55,203.36,4058.28,-23.55,-46.63,Delta,64618712
2025-07-01,Brazil,Sao Paulo,Sao Paulo,102,94614,14,44874,828,107305,-57565,4517,580551,3793,2407686,10–19,Male,937,150,47.43,2.26,240.77,-23.55,-46.63,Omicron,84242824
2025-07-01,Brazil,Sao Paulo,Sao Paulo,1653,100392,19,40280,1621,381016,-320904,1638,7354654,3982,10857010,10–19,Female,876,156,40.12,100.92,1085.7,-23.55,-46.63,EG.5,50516005
2025-07-01,Brazil,Sao Paulo,Sao Paulo,512,288064,13,48702,1555,211765,27597,12802,9736058,4446,16077723,10–19,Other,323,183,16.91,4.0,1607.77,-23.55,-46.63,XBB.1.5,98909687
2025-07-01,Brazil,Sao Paulo,Sao Paulo,163,306072,49,48658,720,219505,37909,877,5788200,4233,19225919,20–29,Male,376,99,15.9,18.59,1922.59,-23.55,-46.63,XBB.1.5,67362215
2025-07-01,Brazil,Sao Paulo,Sao Paulo,468,473858,46,23891,1826,362284,87683,14173,2128896,2938,6755002,20–29,Female,891,166,5.04,3.3,675.5,-23.55,-46.63,Omicron,74924049
2025-07-01,Brazil,Sao Paulo,Sao Paulo,1961,232329,11,944,35,126757,104628,7599,5921774,939,48292832,20–29,Other,580,108,0.41,25.81,4829.28,-23.55,-46.63,Delta,88113847
2025-07-01,Brazil,Sao Paulo,Sao Paulo,792,271021,3,10590,697,189310,71121,7534,1931256,1327,33461821,30–39,Male,616,34,3.91,10.51,3346.18,-23.55,-46.63,BA.2.86,16979047
2025-07-01,Brazil,Sao Paulo,Sao Paulo,1364,283269,3,9001,513,215586,58682,1110,719553,2810,32564679,30–39,Female,276,27,3.18,122.88,3256.47,-23.55,-46.63,XBB.1.5,72394820
2025-07-01,Brazil,Sao Paulo,Sao Paulo,996,347565,21,39705,1071,196242,111618,3743,3806417,441,13409298,30–39,Other,790,152,11.42,26.61,1340.93,-23.55,-46.63,Delta,38874734
2025-07-01,Brazil,Sao Paulo,Sao Paulo,147,404067,5,49305,1398,141515,213247,5932,8118856,3734,37305722,40–49,Male,721,117,12.2,2.48,3730.57,-23.55,-46.63,Delta,90856367
2025-07-01,Brazil,Sao Paulo,Sao Paulo,1200,184920,33,19311,39,175145,-9536,4946,7313813,659,31918200,40–49,Female,396,123,10.44,24.26,3191.82,-23.55,-46.63,Omicron,33698321
2025-07-01,Brazil,Sao Paulo,Sao Paulo,1159,95188,43,7721,1897,222578,-135111,15205,8473386,4557,36883525,40–49,Other,378,108,8.11,7.62,3688.35,-23.55,-46.63,EG.5,25876519
2025-07-01,Brazil,Sao Paulo,Sao Paulo,1932,292620,35,35990,1428,91861,164769,17606,1819475,2542,29101803,50–59,Male,132,194,12.3,10.97,2910.18,-23.55,-46.63,BA.2.86,41858959
2025-07-01,Brazil,Sao Paulo,Sao Paulo,1611,69610,29,30758,37,108809,-69957,7466,5980152,1143,15025092,50–59,Female,836,56,44.19,21.58,1502.51,-23.55,-46.63,EG.5,66329650
2025-07-01,Brazil,Sao Paulo,Sao Paulo,754,20223,29,45890,201,73723,-99390,4232,7124458,235,19020765,50–59,Other,670,30,226.92,17.82,1902.08,-23.55,-46.63,Delta,56670630
2025-07-01,Brazil,Sao Paulo,Sao Paulo,676,155253,7,20475,1011,381174,-246396,11554,3624424,830,18879850,60–69,Male,485,61,13.19,5.85,1887.99,-23.55,-46.63,Omicron,94672010
2025-07-01,Brazil,Sao Paulo,Sao Paulo,1800,247546,28,11726,875,50255,185565,7154,7759425,4424,27555199,60–69,Female,620,100,4.74,25.16,2755.52,-23.55,-46.63,XBB.1.5,84623419
2025-07-01,Brazil,Sao Paulo,Sao Paulo,122,303927,17,14238,324,49837,239852,1517,628711,1389,44736289,60–69,Other,172,186,4.68,8.04,4473.63,-23.55,-46.63,EG.5,69101433
2025-07-01,Brazil,Sao Paulo,Sao Paulo,1850,263269,45,28260,880,373945,-138936,1452,6556901,4341,12364893,70+,Male,464,127,10.73,127.41,1236.49,-23.55,-46.63,Delta,86704614
2025-07-01,Brazil,Sao Paulo,Sao Paulo,501,376848,16,16804,877,144146,215898,12310,448238,1792,48116255,70+,Female,453,145,4.46,4.07,4811.63,-23.55,-46.63,BA.2.86,98548715
2025-07-01,Brazil,Sao Paulo,Sao Paulo,1498,48570,46,47895,1450,159695,-159020,816,9254912,1928,24030308,70+,Other,124,65,98.61,183.58,2403.03,-23.55,-46.63,BA.2.86,55710560
2025-07-01,UK,England,London,361,113091,26,39852,557,346970,-273731,19703,7005465,4334,480060,0–9,Male,159,141,35.24,1.83,48.01,51.51,-0.13,XBB.1.5,94866392
2025-07-01,UK,England,London,1015,257808,18,42833,1891,392481,-177506,2582,3792204,4707,21525039,0–9,Female,315,11,16.61,39.31,2152.5,51.51,-0.13,EG.5,39619106
2025-07-01,UK,England,London,1562,225991,6,5755,955,97984,122252,3682,4750106,4594,24360408,0–9,Other,648,165,2.55,42.42,2436.04,51.51,-0.13,Omicron,31686618
2025-07-01,UK,England,London,464,242106,16,22314,524,69913,149879,16634,8465671,3595,16398311,10–19,Male,449,14,9.22,2.79,1639.83,51.51,-0.13,BA.2.86,77903928
2025-07-01,UK,England,London,765,421279,34,39003,279,286785,95491,16591,1593942,4709,38306443,10–19,Female,32,106,9.26,4.61,3830.64,51.51,-0.13,Omicron,30694894
2025-07-01,UK,England,London,1366,494112,32,14201,804,143418,336493,8240,3133998,302,3041658,10–19,Other,592,78,2.87,16.58,304.17,51.51,-0.13,XBB.1.5,39552110
2025-07-01,UK,England,London,882,439686,41,7799,1810,158578,273309,18948,6118316,770,44200501,20–29,Male,291,50,1.77,4.65,4420.05,51.51,-0.13,BA.2.86,88593675
2025-07-01,UK,England,London,1076,304555,7,39922,539,231731,32902,12436,3700573,3969,11076182,20–29,Female,39,80,13.11,8.65,1107.62,51.51,-0.13,Omicron,44127942
2025-07-01,UK,England,London,1186,496952,20,26008,1695,84739,386205,11646,8014978,4656,47480934,20–29,Other,26,95,5.23,10.18,4748.09,51.51,-0.13,Delta,86718519
2025-07-01,UK,England,London,398,151880,12,23035,689,149332,-20487,9611,5966970,540,22224377,30–39,Male,940,79,15.17,4.14,2222.44,51.51,-0.13,BA.2.86,1183777
2025-07-01,UK,England,London,1634,42276,48,6499,717,39612,-3835,10818,3758796,950,21962628,30–39,Female,46,149,15.37,15.1,2196.26,51.51,-0.13,BA.2.86,98479510
2025-07-01,UK,England,London,311,48059,33,23491,1204,322076,-297508,2848,2963080,2767,40615185,30–39,Other,875,62,48.88,10.92,4061.52,51.51,-0.13,BA.2.86,2288318
2025-07-01,UK,England,London,436,167660,24,16786,815,125284,25590,6426,5036633,1337,6341981,40–49,Male,269,69,10.01,6.78,634.2,51.51,-0.13,EG.5,22887239
2025-07-01,UK,England,London,167,104385,46,33136,98,124964,-53715,16355,4438884,4378,48539435,40–49,Female,155,48,31.74,1.02,4853.94,51.51,-0.13,EG.5,45298745
2025-07-01,UK,England,London,1640,193895,36,44816,900,373742,-224663,13311,5603137,2891,591011,40–49,Other,684,192,23.11,12.32,59.1,51.51,-0.13,XBB.1.5,53146286
2025-07-01,UK,England,London,1871,48660,2,33756,814,14148,756,10334,9810493,2083,43196702,50–59,Male,905,133,69.37,18.11,4319.67,51.51,-0.13,EG.5,8339836
2025-07-01,UK,England,London,785,278139,40,7881,1207,375779,-105521,10662,943154,160,19198238,50–59,Female,381,28,2.83,7.36,1919.82,51.51,-0.13,XBB.1.5,39574712
2025-07-01,UK,England,London,828,208367,31,35641,961,261355,-88629,2709,928557,4611,35410558,50–59,Other,754,32,17.1,30.56,3541.06,51.51,-0.13,XBB.1.5,26011110
2025-07-01,UK,England,London,1657,456311,45,46713,888,93451,316147,17324,4365016,2028,8367657,60–69,Male,938,116,10.24,9.56,836.77,51.51,-0.13,BA.2.86,44044788
2025-07-01,UK,England,London,147,194355,38,46571,1402,252837,-105053,10308,9395430,1242,9467612,60–69,Female,612,162,23.96,1.43,946.76,51.51,-0.13,Omicron,51762990
2025-07-01,UK,England,London,1646,351833,17,11667,1160,275996,64170,8356,3406030,1744,37658657,60–69,Other,170,61,3.32,19.7,3765.87,51.51,-0.13,EG.5,46227176
2025-07-01,UK,England,London,799,70187,24,9469,1411,188776,-128058,4500,6748908,926,35963817,70+,Male,734,130,13.49,17.76,3596.38,51.51,-0.13,Delta,38963692
2025-07-01,UK,England,London,1100,407652,40,20683,967,336503,50466,8350,8505452,19,48481629,70+,Female,64,179,5.07,13.17,4848.16,51.51,-0.13,XBB.1.5,74098859
2025-07-01,UK,England,London,1715,133945,6,35112,1662,273615,-174782,14810,8225265,1761,35300893,70+,Other,337,157,26.21,11.58,3530.09,51.51,-0.13,Delta,47506024
2025-07-01,South Africa,Gauteng,Johannesburg,1204,132703,49,23666,1259,25842,83195,18905,4816517,2916,40918734,0–9,Male,885,27,17.83,6.37,4091.87,-26.2,28.03,BA.2.86,12000656
2025-07-01,South Africa,Gauteng,Johannesburg,1402,462619,7,5632,567,349798,107189,14346,6455642,2676,10258196,0–9,Female,62,62,1.22,9.77,1025.82,-26.2,28.03,Omicron,68980711
2025-07-01,South Africa,Gauteng,Johannesburg,145,346937,12,3283,1789,149559,194095,19235,8159745,2016,44260834,0–9,Other,687,177,0.95,0.75,4426.08,-26.2,28.03,EG.5,97005596
2025-07-01,South Africa,Gauteng,Johannesburg,1664,266118,41,2221,585,313225,-49328,18555,777513,285,46421692,10–19,Male,868,190,0.83,8.97,4642.17,-26.2,28.03,BA.2.86,47613728
2025-07-01,South Africa,Gauteng,Johannesburg,462,112588,10,5657,659,63026,43905,18836,202500,2010,26871839,10–19,Female,630,36,5.02,2.45,2687.18,-26.2,28.03,EG.5,79793284
2025-07-01,South Africa,Gauteng,Johannesburg,387,441431,43,18813,387,323187,99431,1267,2077394,4441,22160233,10–19,Other,234,53,4.26,30.54,2216.02,-26.2,28.03,Omicron,61387011
2025-07-01,South Africa,Gauteng,Johannesburg,1433,74652,34,12832,146,118496,-56676,15185,4229390,4437,17168041,20–29,Male,790,163,17.19,9.44,1716.8,-26.2,28.03,XBB.1.5,48241379
2025-07-01,South Africa,Gauteng,Johannesburg,1644,298330,37,43550,444,5264,249516,9446,8788067,2765,43688460,20–29,Female,569,179,14.6,17.4,4368.85,-26.2,28.03,XBB.1.5,56227995
2025-07-01,South Africa,Gauteng,Johannesburg,811,31540,42,40775,928,19563,-28798,15601,5271220,140,41007554,20–29,Other,613,13,129.28,5.2,4100.76,-26.2,28.03,Omicron,87080948
2025-07-01,South Africa,Gauteng,Johannesburg,1614,365767,21,22595,1408,213451,129721,13054,4263402,2724,9926733,30–39,Male,399,18,6.18,12.36,992.67,-26.2,28.03,BA.2.86,1218962
2025-07-01,South Africa,Gauteng,Johannesburg,1966,301660,50,48593,1255,283810,-30743,16924,526395,4901,4283082,30–39,Female,115,57,16.11,11.62,428.31,-26.2,28.03,Delta,56644696
2025-07-01,South Africa,Gauteng,Johannesburg,1052,425376,16,2511,717,337277,85588,17989,6695002,1054,23845058,30–39,Other,401,137,0.59,5.85,2384.51,-26.2,28.03,Delta,52315032
2025-07-01,South Africa,Gauteng,Johannesburg,395,156195,45,23704,221,191891,-59400,2381,7706197,4736,10529304,40–49,Male,43,170,15.18,16.59,1052.93,-26.2,28.03,Delta,72738641
2025-07-01,South Africa,Gauteng,Johannesburg,1054,120740,28,24139,156,23367,73234,8262,5157568,2165,22751103,40–49,Female,870,86,19.99,12.76,2275.11,-26.2,28.03,BA.2.86,41763922
2025-07-01,South Africa,Gauteng,Johannesburg,771,260681,36,9477,332,172346,78858,2838,2697114,357,17610397,40–49,Other,489,144,3.64,27.17,1761.04,-26.2,28.03,Delta,69626451
2025-07-01,South Africa,Gauteng,Johannesburg,1784,260048,43,16299,445,194561,49188,16943,8311087,458,31115126,50–59,Male,470,129,6.27,10.53,3111.51,-26.2,28.03,Omicron,80417570
2025-07-01,South Africa,Gauteng,Johannesburg,1736,338914,19,12575,130,49816,276523,14752,7657309,1428,1290234,50–59,Female,338,190,3.71,11.77,129.02,-26.2,28.03,BA.2.86,59373549
2025-07-01,South Africa,Gauteng,Johannesburg,270,386555,36,9942,491,248148,128465,5006,3052067,1998,15049395,50–59,Other,606,159,2.57,5.39,1504.94,-26.2,28.03,BA.2.86,46381317
2025-07-01,South Africa,Gauteng,Johannesburg,955,194391,45,50019,297,370061,-225689,12865,7634045,3860,26118076,60–69,Male,865,126,25.73,7.42,2611.81,-26.2,28.03,XBB.1.5,34395621
2025-07-01,South Africa,Gauteng,Johannesburg,898,442143,48,12207,1754,150744,279192,7861,7729122,3844,47582369,60–69,Female,569,80,2.76,11.42,4758.24,-26.2,28.03,Omicron,22119130
2025-07-01,South Africa,Gauteng,Johannesburg,1875,101042,5,9413,315,380292,-288663,1751,3376376,2428,7366517,60–69,Other,516,117,9.32,107.08,736.65,-26.2,28.03,XBB.1.5,45390524
2025-07-01,South Africa,Gauteng,Johannesburg,353,245273,48,13265,641,195362,36646,6057,3840955,2637,8165676,70+,Male,43,73,5.41,5.83,816.57,-26.2,28.03,BA.2.86,69861211
2025-07-01,South Africa,Gauteng,Johannesburg,609,400252,28,31882,1728,375838,-7468,4156,8680133,2144,31169292,70+,Female,411,110,7.97,14.65,3116.93,-26.2,28.03,BA.2.86,80673672
2025-07-01,South Africa,Gauteng,Johannesburg,1002,134648,45,24783,1698,231102,-121237,5761,4678070,2091,490489,70+,Other,598,21,18.41,17.39,49.05,-26.2,28.03,XBB.1.5,67607330
2025-07-02,India,Karnataka,Bengaluru,605,286765,47,2749,1181,148699,135317,4146,650520,492,14267085,0–9,Male,980,128,0.96,14.59,1426.71,12.97,77.59,Omicron,25894736
2025-07-02,India,Karnataka,Bengaluru,629,135108,26,15617,347,395433,-275942,899,1751211,2103,29861914,0–9,Female,367,152,11.56,69.97,2986.19,12.97,77.59,Delta,22419550
2025-07-02,India,Karnataka,Bengaluru,1187,276984,37,4795,1130,294163,-21974,6823,7593857,3674,47684545,0–9,Other,350,173,1.73,17.4,4768.45,12.97,77.59,EG.5,24837619
2025-07-02,India,Karnataka,Bengaluru,1922,283259,3,21485,1421,107638,154136,3341,818086,474,48580225,10–19,Male,969,84,7.58,57.53,4858.02,12.97,77.59,XBB.1.5,22427851
2025-07-02,India,Karnataka,Bengaluru,1842,44071,44,5475,1630,217891,-179295,3347,5207664,474,4787580,10–19,Female,964,97,12.42,55.03,478.76,12.97,77.59,BA.2.86,16948753
2025-07-02,India,Karnataka,Bengaluru,642,331985,26,12404,608,153616,165965,15838,4284940,3275,4210354,10–19,Other,466,104,3.74,4.05,421.04,12.97,77.59,Delta,26448016
2025-07-02,India,Karnataka,Bengaluru,1392,96479,20,43560,100,288667,-235748,16855,5847310,1178,9596933,20–29,Male,816,140,45.15,8.26,959.69,12.97,77.59,BA.2.86,47667649
2025-07-02,India,Karnataka,Bengaluru,1839,477042,33,38756,1848,280466,157820,10548,6624180,631,3817700,20–29,Female,637,148,8.12,17.43,381.77,12.97,77.59,XBB.1.5,76731625
2025-07-02,India,Karnataka,Bengaluru,485,300829,1,10404,61,221211,69214,3031,3806066,4190,1707754,20–29,Other,883,123,3.46,16.0,170.78,12.97,77.59,BA.2.86,40023830
2025-07-02,India,Karnataka,Bengaluru,1925,180474,12,43718,1679,69450,67306,12733,9628586,197,7010680,30–39,Male,879,90,24.22,15.12,701.07,12.97,77.59,XBB.1.5,86740476
2025-07-02,India,Karnataka,Bengaluru,348,18333,48,40474,244,291477,-313618,17772,7741754,1416,47414371,30–39,Female,634,30,220.77,1.96,4741.44,12.97,77.59,Delta,21450594
2025-07-02,India,Karnataka,Bengaluru,1061,109208,30,21367,701,211977,-124136,5532,1005450,4701,24889896,30–39,Other,774,90,19.57,19.18,2488.99,12.97,77.59,Delta,39465670
2025-07-02,India,Karnataka,Bengaluru,1027,305561,29,996,57,297870,6695,1635,9723371,2079,7037179,40–49,Male,948,150,0.33,62.81,703.72,12.97,77.59,Omicron,17992951
2025-07-02,India,Karnataka,Bengaluru,1358,476757,47,2678,1316,396488,77591,16888,5577682,573,37935831,40–49,Female,867,100,0.56,8.04,3793.58,12.97,77.59,EG.5,13390930
2025-07-02,India,Karnataka,Bengaluru,1013,19312,11,41068,880,175396,-197152,1224,4730784,802,463583,40–49,Other,369,99,212.66,82.76,46.36,12.97,77.59,Delta,47409924
2025-07-02,India,Karnataka,Bengaluru,617,350510,42,43483,321,313800,-6773,10216,1532772,4773,49256657,50–59,Male,841,60,12.41,6.04,4925.67,12.97,77.59,Delta,89747495
2025-07-02,India,Karnataka,Bengaluru,1832,489825,14,48166,1065,18219,423440,15119,6768505,4776,48829716,50–59,Female,145,113,9.83,12.12,4882.97,12.97,77.59,EG.5,98782510
2025-07-02,India,Karnataka,Bengaluru,1821,73724,40,3646,1120,322500,-252422,13128,7318722,1000,11840615,50–59,Other,339,47,4.95,13.87,1184.06,12.97,77.59,BA.2.86,66431404
2025-07-02,India,Karnataka,Bengaluru,786,395125,14,20546,1700,47743,326836,14223,8469445,901,21735905,60–69,Male,300,179,5.2,5.53,2173.59,12.97,77.59,BA.2.86,32903720
2025-07-02,India,Karnataka,Bengaluru,892,165956,38,46649,1268,229452,-110145,19425,8854339,164,17227213,60–69,Female,850,165,28.11,4.59,1722.72,12.97,77.59,BA.2.86,69514194
